,title,date,url,hashtag,class
160,남자라면 꼭 있어야할 ‘역대급’ 셔츠 뽑았다 [콜라보왕ep.6),2022-04-17,https://www.youtube.com/watch?v=u8UtcRa-8vM,#남자셔츠 #남자청바지 #엘무드,1
8564,[패션] 완전 모델이신데 하프길이....ㅠㅠㅣ케이스타일리스트,2021-07-12,https://www.youtube.com/watch?v=nFokChyLzjo,,1
6947,베이즈 뱀부 카라 반팔 가디건,2022-04-18,https://www.youtube.com/shorts/K7Z99zYhAuA,#라뷰 #데일리룩 #쇼핑몰추천 #여자쇼핑몰 #와이드팬츠코디 #와이드슬랙스코디 #트레이닝셋업,1
5865,우티 세미 부츠컷 데님 팬츠,2021-11-29,https://www.youtube.com/shorts/rM0vOtb4LAM,,1
9647,빅사이즈 허리밴딩 여름 냉장고 냉동고 아이스 슬랙스 조거팬츠_2컬러,2021-06-17,https://www.youtube.com/shorts/0ekeeFw6iTk,,1
11387,하츠 핀턱 와이드 밴딩 팬츠,2021-12-23,https://www.youtube.com/shorts/O23kTAtv4Js,,1
16145,야금야금 사모은 봄옷들 코디하기,2022-03-10,https://www.youtube.com/watch?v=GqeOO89e9ZE,#심심한사과 #하울 #블랙업,1
7556,드레스셔츠(와이셔츠)패턴/소매3,2021-09-01,https://www.youtube.com/watch?v=sjXlXEgufYs,,1
4048,메이플 카루타돌이 캐릭 스데미 챌린지 - 윈드브레이커 [메이플스토리 파원],2021-05-29,https://www.youtube.com/watch?v=k2wmUHRX1IQ,,0
9273,피르 반집업 니트 (5color),2021-09-27,https://www.youtube.com/shorts/sRIL4FPqjCo,,1
14061,??평범한 스커트 하나로 이것이 가능하다고??,2021-08-04,https://www.youtube.com/watch?v=LOhsaS0Y2og,#리폼 #옷만들기 #스커트 #미싱,1
14778,157cn 초여름 하울??쇼핑 대성공!/다른거 부럽지가 않어~/에코백/봄소풍/블라우스/스카프/실버백/추천/스타일링,2022-04-29,https://www.youtube.com/watch?v=aLrJeIU-Zzs,,1
2176,스팁 스트레이트 데님 팬츠,2022-02-15,https://www.youtube.com/shorts/cfIiD3Gjt2g,,1
15584,가을니트/ 출근룩/ 가을옷 추천 룩북 [브랜디_지구지구] 링크 댓글,2021-08-22,https://www.youtube.com/shorts/xcNShaWnVDw,#가을코디 #가을패션 #여자옷쇼핑몰 #브랜디 #쇼핑몰추천 #출근룩 #쉬운코디 #여자옷입기 #옷잘입는법 #여자옷추천 #단가라 #패션유튜버 #인스타,1
7091,"야, 치노 팬츠 그거 완전 개념 아이템 아니냐?",2021-08-22,https://www.youtube.com/watch?v=zCJxU-P0VRk,,1
3084,여름 남성 세트 업 반바지 남성트레이닝바지 티셔츠 상하의,2022-04-26,https://www.youtube.com/shorts/gNt58nE_qv4,,1
8994,에오티 언발콘데님반바지,2022-05-02,https://www.youtube.com/watch?v=SwjghPeypzA,,1
16494,(LOOKBOOK) 아직..가을..이지요..? / 가을 룩북 / 가성비 룩북 / 지그재그 하울 / 내돈내산,2021-10-22,https://www.youtube.com/watch?v=bn575tbM--Y,,1
5867,포미데이 허리 리본스트랩 미니원피스,2022-03-28,https://www.youtube.com/shorts/Fp1ChxGkV_w,,1
2250,"ENG)(몰카) 미녀개그우먼 림보게임으로 바지 찢어진척 바보만들기 몰래카메라 ㅋㅋㅋ 상큼 발랄 리액션ㅋㅋ(엄지윤, 전수희)",2022-01-20,https://www.youtube.com/watch?v=8ZBk1NQXT3U,#몰카 #몰래카메라 #바지찢기,0
13803,"[단독진행] H라인 여름 롱 아이스 나일론 앞트임 스커트 (그레이, 크림베이지색)",2021-06-28,https://www.youtube.com/shorts/EvW4vgF-Cyc,,1
14188,플리츠 트임 레더 스커트 & 프리첼 셔링 맨투맨 & 마젤라 스퀘어토 롱부츠 & 크로커 미니 바게트 숄더백,2021-10-06,https://www.youtube.com/shorts/htFT9N8sR50,,1
10280,배드민턴 치기 좋은 기능성 바지,2021-07-17,https://www.youtube.com/watch?v=Bg9eHzOmHxg,#라이더 #배드민턴바지 #김재민 #배드민턴 #배드민턴레슨,1
8771,요즘엔 어떤 니트들이 유행할까??? 도메스틱 예쁜 니트 24개 추천! 【쇼핑디렉터】,2021-09-11,https://www.youtube.com/watch?v=HyhjxEyhQV8,#니트 #가디건 #예쁜옷추천,1
1671,"전 직장인, 현 패션 유튜버의 너무 진지하지 않은 오피스룩 룩북",2021-06-23,https://www.youtube.com/watch?v=anIp_LIHOLk,,1
4992,겨울 필수템 가격대별 감성&기능 좋은 장갑 6가지 추천,2022-01-06,https://www.youtube.com/watch?v=rZjzV0S46x0,,1
8653,20대 중반까지 로고플레이 할만한 괜찮은 브랜드 추천,2021-08-19,https://www.youtube.com/watch?v=C93BFPERl8Y,,1
2362,"멋스러운 레더 자켓 코디, 오버핏 보이 자켓",2021-10-05,https://www.youtube.com/shorts/lPY0j-D6QgE,,1
8541,[청바지 리폼 18탄] 스키니 진의 파격 변신!! 입고 싶은 옷 만들기!!,2021-12-22,https://www.youtube.com/watch?v=Xx-_H6Apv0E,#리폼 #청바지 #가방 #자켓 #청바지리폼,1
13927,wraptshirt/날라리랩티셔츠,2022-02-09,https://www.youtube.com/watch?v=5CMNWf_zOWY,,1
16404,패턴없이 원피스만들기,2022-02-15,https://www.youtube.com/watch?v=6odM2v-Q-zg,#원피스만들기 #옷만들기 #홈웨어만들기,1
13297,"여자 중학생 친구들, 꼭 클릭해서 봐봐!! ??삼촌이 할말있어 .. [쩡대 패션평가]",2022-05-06,https://www.youtube.com/watch?v=oTMwRT594CI,#여자중학생 #여자학생코디 #중학생옷,1
13204,연말룩/아우터코디/겨울코디/12월/크리스마스/세로룩북lookbook/더빙/따뜻한연말 준비 같이해용??????,2021-12-02,https://www.youtube.com/watch?v=f8Mig_1iSpw,#연말 #아우터추천 #연말룩북 #세로룩북 #더빙,1
4014,"비트코인 하락 이유? 일론머크스는 지금 비트 매도중? 이번 여름 불장? 시나리오 분석, 우리는 “리플 스텔라 알고랜드”의 시대에 살게 될 것.",2022-05-27,https://www.youtube.com/watch?v=33-Bbzc5d5A,,0
16580,테니스 치마 슬로우 등장,2022-02-26,https://www.youtube.com/shorts/wD58PrM3uh4,#쇼츠,1
14741,DIY스커트만들기 skirt / 고무줄치마 / 초간단 스커트 패턴그리기,2021-10-12,https://www.youtube.com/watch?v=qSNNiN3MdAE,,1
4231,올겨울 무조건 있어야할 겨울 아우터 모음 / essencial winter items,2021-10-31,https://www.youtube.com/watch?v=DYb1c1gYZQ4,#네추럴모먼트 #프렌치시크룩,1
5537,파티룩 미니원피스 숏드레스 시스루 섹시한 홀복 심플 클럽 하객룩 픽도리 구매대행,2022-04-11,https://www.youtube.com/shorts/ntJtrsqpExs,#픽도리,0
12820,ODDMAKER A라인 스커트 (2 컬러),2022-02-14,https://www.youtube.com/shorts/HEgucayiaXE,,1
1657,WAWAMOM(특허브랜드) 여성 여름 뷔스티에 원피스 멜빵원피스 CJV19,2021-07-07,https://www.youtube.com/shorts/5Z_bT9tFl3I,,1
888,국민 신발들을 잘 활용하려면?,2022-02-06,https://www.youtube.com/watch?v=inrYDHhoiMU,,1
1859,"갑자기겨울???머선일?핸드메이드코트,자켓 리뷰 / 안보면후회해유 / 너무착한가격 / 높은퀄리티 /겨울코트",2021-10-17,https://www.youtube.com/watch?v=WOrhBf05v-M,#핸드메이드코트 #핸드메이드자켓 #겨울코트,1
7526,옷 잘 입는 1020대의 플리스 활용법은?ㅣ겉과 안이 다른 리버서블 [무탠 스타일링],2021-11-03,https://www.youtube.com/watch?v=2jUiZaFqp7A,#무신사 #무탠다드 #플리스 #무신사플리스 #무탠다드플리스 #플리스추천 #겨울 #뽀글이 #아우터추천 #리버서블 #남자플리스 #플리스스타일링 #출근룩 #나들이룩 #겨울스타일링,1
4560,터커 기모 후드티&조거팬츠set,2021-12-09,https://www.youtube.com/shorts/wgpksSoO3vA,,1
4136,베리 다잉 세미 와이드 데님 팬츠 - 행자 모델,2022-02-07,https://www.youtube.com/shorts/OsFOaW-qyws,,1
3338,똑같은 맨투맨이 아냐! 올 가을 유행 종류별 맨투맨 코디 추천│패션하울 룩북│데일리룩 꾸안꾸룩,2021-09-27,https://www.youtube.com/watch?v=DDlzRSaTkGQ,#맨투맨코디 #코디추천 #패션하울 #데일리룩 #꾸안꾸룩 #가을코디추천,1
1865,소녀시대 GEE '컬러 스키니진'&에프엑스 '핑크 테이프'를 만든 민희진 자기님!#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.133 | tvN 211201 방,2021-12-04,https://www.youtube.com/watch?v=Fdtio61B9B4,#유퀴즈 #유재석 #조세호 #내년에큰일낼사람들특집 #티빙에서스트리밍,1
15439,AILENE (엘렌느) 플로럴 레이스 쉬폰 티블라우스 4종,2021-08-13,https://www.youtube.com/watch?v=8paucHwMWIc,,1
1723,"핫슈트 야상,필드 자켓과 함께 어디든 떠나보세요",2021-09-17,https://www.youtube.com/watch?v=sl91zhaXw58,#캠핑 #우박 #우박캠핑 #차박 #야상 #필드자켓 #땀복,1
12275,-5kg 빠져보이는 체형커버 코디룩북??66사이즈ㅣ77사이즈ㅣ통통녀ㅣ봄코디ㅣ여름코디ㅣoutffitㅣLook-bookㅣ여자쇼핑몰,2022-04-11,https://www.youtube.com/watch?v=Woj_yKnwRu0,#룩북 #통통녀,1
1030,씨티 프린팅 양기모 맨투맨,2021-11-29,https://www.youtube.com/shorts/QKKTsNvG7XY,,1
691,"vlog, 데일리룩, 일상브이로그 l 던스트 트위드 자켓,겨울코디 l 숏패딩코디 l 프루아,메이비베이비,빈티지헐리우드,MAVRK 매버릭,노스페이스,구독자이벤트옷",2022-01-08,https://www.youtube.com/watch?v=028F9tDpFeE,#데일리룩 #던스트트위드 #겨울코디 #숏패딩,1
7254,"[4K]여장, 화이트 미니원피스, 화이트 하이힐, 검정 스타킹, 검스",2022-03-13,https://www.youtube.com/watch?v=GCieWQxh7bc,#룩북 #스타킹 #여장 #오피스룩 #각선미 #여장남자 #검스,0
15665,예쁜건 다 입어봐야지??키작녀 겨울 룩북?? 151cm 42kgㅣ디어바이미ㅣ키작녀코디ㅣ데일리룩ㅣ꾸안꾸룩ㅣ데이트룩ㅣ패션룩북ㅣfashion lookbook,2021-12-30,https://www.youtube.com/watch?v=6GeCtZSvnHM,#겨울룩북 #키작녀룩북,1
6300,간절기아우터 우리집에 필요한! 소개해요 추천 TOP10,2022-04-18,https://www.youtube.com/watch?v=MCEaXksOi9A,#메리앤유 #제이에이치스타일 #주디앤 #쿠키마루 #르젠 #포린박스 #꼰띠키즈 #캐럿,1
9625,"행복한여자 | 원 포켓 코듀로이 셔츠 카라 원피스 | 15,900원 | 라이브방송 | 코듀로이 | 셔츠원피스추천",2021-11-19,https://www.youtube.com/shorts/pFnCYfpTBjs,,1
11803,키드 데님팬츠3,2021-07-01,https://www.youtube.com/watch?v=X6xjl_cHGZ0,,1
8422,심플 데님 포켓 배기 여름 밴딩 9부 팬츠 연청,2021-06-02,https://www.youtube.com/shorts/iZlLdVYJ2HI,,1
9298,ENG) [아랫배] 한 달동안 사고 받은 것~ ??이것저것 택배 언박싱?? (사용하는 쇼핑 어플)ㅣUnboxing HAUL,2021-11-24,https://www.youtube.com/watch?v=IlD_KP-dotw,#패션 #하울 #언박싱,1
10886,"""조끼가 잘 어울린다면 살면서 돈 걱정 안하죠"" [돈 복 터지는 생활풍수]",2022-01-09,https://www.youtube.com/watch?v=oHcXbEZfqr0,,1
8200,드디어.. 스톤아일랜드 나일론 메탈 아노락 다운 리뷰! | 3년 존버 성공 나일론메탈까지?!,2021-12-25,https://www.youtube.com/watch?v=yen6kbXsgBI,#스톤아일랜드 #나일론메탈 #아노락,1
13432,"행복여 | 피오니 잔꽃 캉캉 밴딩 롱 스커트 | 22,000원 | 라이브방송 | 봄치마 | 데일리 스커트 캐쥬얼 코디 | 청자켓 | 반팔 코디",2022-03-08,https://www.youtube.com/shorts/yV2dcjF72Vk,,1
9502,{네버랜드 브이로그} 바인더도 사고..슬리브도 사고..포카도 사는..네버랜드 브이로그???? ?욱프 ? 브이로그 ? 포카깡 ? 포카 ? 바인더 ? 슬리브,2022-05-02,https://www.youtube.com/watch?v=vvAFaieXufA,,0
1254,대기업 연봉의 진실(?)과 성공하는 사람들의 애티튜드,2021-07-01,https://www.youtube.com/watch?v=r5-j-vaa7NE,,0
219,여성 빅사이즈 기모 허리밴딩 팬츠 겨울 슬랙스 일자핏 추천 바지,2021-11-16,https://www.youtube.com/watch?v=ABphctsPfwU,,1
11668,뷔스티에 원피스 블랙,2022-02-10,https://www.youtube.com/shorts/lGoFvOIHwok,,1
2534,요즘 맨투맨 코디 1분만에 보기 [가을맨투맨코디],2021-10-06,https://www.youtube.com/shorts/9wurJzgCzgU,#맨투맨 #남자코디,1
5007,유행하는 여름옷? 살까말까 딱 정해드림,2022-04-27,https://www.youtube.com/watch?v=u7dA-K7bGz0,#남자여름옷 #남자반팔티,1
6955,"자켓+슬랙스=4만원~14만원대 까지 다양하게 골라봄!??저는 이거요!(하객룩,오피스룩,데일리룩 추천) [요기옷때-베키룸]",2022-03-27,https://www.youtube.com/watch?v=imlBvSxzc4M,#하객룩 #오피스룩 #자켓슬랙스,1
12476,공대생의 가을 룩북 ?? 일상룩부터 힙한룩 까지! 159cm autumn fashion LOOKBOOK * 데이트룩 * 일상룩 *개강룩,2021-09-08,https://www.youtube.com/watch?v=-7Cyl49uipk,#가을옷 #가을룩북 #데이트룩 #하이틴룩 #공대생 #스트리머 #대학생 #코디,1
9630,"더 따뜻하고 포근한 겨울, flymodel",2021-12-20,https://www.youtube.com/watch?v=reKrjTStEjc,,1
16517,LOOKBOOK : ?♡?? 무채색 코디?? 6가지 스타일 | 가을 겨울 룩북 | 블랙업,2021-12-16,https://www.youtube.com/watch?v=evfMdGif1-Q,#블랙업 #무채색코디 #겨울룩북 #가을룩북 #데일리룩,1
3499,[베이직바이블] 뒷밴딩 링클프리 9부 10부 슬랙스(5color),2022-02-23,https://www.youtube.com/shorts/e-RfGzf5q58,,1
2221,얼굴 가리는 후드티 금지! #반전 #shorts,2021-12-05,https://www.youtube.com/shorts/LIO_SjsoUw0,,1
3927,바시티 자켓 4종 리뷰 & 코디 + 할인까지!,2021-09-30,https://www.youtube.com/watch?v=2iXl6SKYaNE,#바시티자켓 #아우터 #남자패션,1
1434,윈드브레이커 고! 자현,2021-07-11,https://www.youtube.com/shorts/ipGG-3Q5CXM,,0
13082,*랜선동대문도매시장* 반포맘 라이브 토크쇼 & 봄신상 중년여성 패션,2022-04-18,https://www.youtube.com/watch?v=kS51OukCkGY,,1
3960,"[vlog]연휴는 힘들어요. (가을 트윌 슬랙스 소개, 슬로우앤드 핑크 셔츠 추천)",2021-09-27,https://www.youtube.com/watch?v=1W-BjCedlgU,#슬로우앤드 #가을셔츠 #가을슬랙스 #가을코디 #브이로그,1
1219,유식한자VS폭식한 자ㅣ탈코르셋 영상보는뎈ㅋㅋㅋㅋㅋㅣ,2021-07-08,https://www.youtube.com/watch?v=958jbnNW3Ys,#탈코르셋 #상식테스트 #페미 #노랑남매 #노랑이 #여랑이 #여동생 #오빠 #먹방 #리뷰,0
16382,데일리앤 제인 겨울 터틀넥 골지 폴라 롱 니트 원피스,2021-12-09,https://www.youtube.com/shorts/h04UrrVPHrc,,1
2086,CHANEL l Haul l 샤넬 트위드 자켓 l 샤넬 무료증정 선물 같이봐요 그리고 스타일링까지,2022-01-20,https://www.youtube.com/watch?v=cR6iyainZnc,#무료증정 #샤넬,1
5577,"슬랙스에 ??니트, 가디건, 셔츠 매치하기?? (Korean Slacks Styling ??knit, Cardigan, Shirts??) | 178cm 58kg 가을코디 Lookbook",2021-09-09,https://www.youtube.com/watch?v=LJk3cMQJUZs,,1
4414,[몬스타엑스_형원/주헌] 벗을 수 없는 청자켓,2022-02-04,https://www.youtube.com/watch?v=Kq-vlYXhoew,#몬스타엑스 #형원 #주헌,1
8580,린넨 자연에서 얻은 소재 가볍고 시원한 린넨원피스등,2022-05-03,https://www.youtube.com/watch?v=gVp9oVF1ldM,,1
7513,2022년 가성비최고 등산바람막이  깔끔 간단정리 추천순위 TOP10,2022-04-13,https://www.youtube.com/watch?v=OlbpfuXwpE4,#빌락트 #아르메데스 #위즈아이 #리온 #네파 #네파 #추성훈의 #아르메데스,1
1752,"와이셔츠 목때, 소매얼룩, 모자안쪽얼룩 완벽차단! 땀 흡수는 물론! 얼룩, 변색 방지까지 주부들이 극찬한 얼룩패드",2021-06-04,https://www.youtube.com/watch?v=G-lVm1ej8CI,#얼룩패드 #와이셔츠목때 #소매얼룩패드,1
8256,1분안에 트위드자켓 가성비 상품 추천순위 top10 정리,2022-04-21,https://www.youtube.com/watch?v=9p9vkYAE23E,#로엠 #페이퍼먼츠 #타니즈 #코코블랑 #패션풀 #미쏘 #타니즈 #에쉬울프 #더폴 #여성용,1
1624,"여자들이 좋아하는 9월 남친룩 남자가을코디(자켓,후드,가디건,니트)",2021-09-04,https://www.youtube.com/watch?v=vr8rH_OQKw8,#남자가을코디 #남친룩,1
8314,자라 VS 망고 더 예쁜 봄원피스는? + 봄 슈즈  제안(VIVAIA협찬),2022-04-01,https://www.youtube.com/watch?v=w4150fimraU,,1
9980,"218584)뷔스티에 롱 원피스/봉제, Bustier long dress / sewing",2021-08-05,https://www.youtube.com/watch?v=p_pwTcddVu4,#옷그리기,1
3624,한국 남자 필수 검정색 티셔츠?????♂ 여름 기본 코디 8가지,2022-05-11,https://www.youtube.com/watch?v=7sjvS4zdFQ0,,1
2962,한번 입으면 못 벗는다는 여름 등산 바지? 그라미치 반바지 입고 등산하기  [낯선 리뷰],2021-06-05,https://www.youtube.com/watch?v=cP_DcI9LWNI,,1
15194,벚꽃 구경 하러 가고 싶은 남자 봄 코디 16가지 ?? [sslog#7],2022-03-18,https://www.youtube.com/watch?v=3EFwfaXJ0Kg,#남자봄코디 #남자니트 #봄코디,1
3639,포인트 스타일링이 가능한 여름 치노 팬츠 추천,2022-05-23,https://www.youtube.com/watch?v=gqPO0fkmlOE,,1
3317,편안하고 귀여운 A라인 스커트 반바지 만들기 Making comfortable and cute A-line skirt shorts,2021-08-04,https://www.youtube.com/watch?v=QN0n8zMx0_s,,1
9157,[스트레이키즈 승민] jyp 김승민한테 크롭티 입히는거 좋아하는듯 (근데 이제 흰티를 곁들인.. ),2021-07-02,https://www.youtube.com/shorts/T_-3cvgDf6Y,#승민 #스트레이키즈 #스트레이키즈승민,1
10261,요즘 유행하는 백멜란지 조거팬츠 #shorts,2022-04-04,https://www.youtube.com/shorts/wEkuJIjh3lU,,1
6147,왜 이제야  알았을까?   써보고 감탄한  살림템을 모았어요.  다이소커튼타이  |  젓가락받침  |  행주걸이 |  휴지통  | 전자렌지받침대,2022-05-29,https://www.youtube.com/watch?v=JwLfrwdB-ds,,0
10122,"행복여 | 럽럽 프릴 빅 카라 루즈핏 셔링 롱 원피스 | 23,600원 | 라이브방송 | 러블리원피스 | 봄신상원피스",2022-01-17,https://www.youtube.com/shorts/tdT8BuVgbxg,,1
3220,'맨스케이브' 스판 봄 여름 팬츠 전술 조커바지 기획전 밀리터리  조거 카고 카모 택티컬 낚시 작업복,2022-05-10,https://www.youtube.com/shorts/MXbYms3NAzg,,1
3130,[가디건뜨기] 4.여름가디건 뜨기...모티브가디건뜨기...summer cardigan knitting,2021-08-13,https://www.youtube.com/watch?v=R95K0a-rzxw,#가디건뜨기 #여름가디건 #모티브가디건 #코바늘가디건 #뜨개로그,1
8594,"겨울 패딩,신발 이걸로 카드슬래쉬 바로 가자!",2021-11-29,https://www.youtube.com/watch?v=Vcclg_Jh7zw,,1
15498,|21y12m17d|여행룩|꽈베기니트+코듀로이팬츠|?????,2021-12-17,https://www.youtube.com/shorts/ovV0zvjJEho,,1
15038,겨울 하울?? 편하게 입어도 예쁜 건 포기할 수 없잖아?? | 자라?에잇세컨즈?캘빈클라인?그로브?커버낫?로맨틱 크라운?네셔널지오그래픽,2021-12-05,https://www.youtube.com/watch?v=rSpHMTR0o6U,,1
16350,편하고 세련된 롱데님 스커트 코디 (feat. 린넨 노카라자켓),2021-08-20,https://www.youtube.com/shorts/PJI6naQrqrA,,1
13723,미니스커트의 정석,2022-01-20,https://www.youtube.com/shorts/Z1syOgcKxxw,,1
14201,[Lookbook] 너 오늘 예쁘다 ~??| 봄맞이 룩북??| 나 새내긴데 뭐입지???| 대학생룩북 | 캠퍼스룩 | 봄룩북??,2022-03-15,https://www.youtube.com/watch?v=lk-2CGgDiHM,#대학생룩북 #대학생브이로그 #대학생의하루 #대학생코디 #키작녀코디 #키작녀룩북 #오늘뭐입지 #캠퍼스룩 #캠퍼스코디 #봄룩북 #봄코디 #여자코디 #벚꽃놀이 #코디룩 #오오티디 #패션 #패션브이로그 #패션의류 #코디추천 #코디맛집,1
13331,바지 리폼|DIY Recycling Pants| 랩스커트 만들기|Wrap SKirt|치마|Refashion|안입는옷 리폼|Reform Old Your Clothes|옷수선|옷만들기,2021-09-11,https://www.youtube.com/watch?v=YQ3KkuqhewI,#쉬운리폼 #핸드메이드 #쉽게만들기,1
3760,톰브라운 암밴드 셔츠? 이건 못참지 (THOMBROWNE / 암밴드 셔츠 / MWL150E-00139),2021-07-11,https://www.youtube.com/watch?v=11bfxvDAGXA,#톰브라운 #셔츠 #기본템,1
10766,비건레더 투웨이 자켓,2022-02-21,https://www.youtube.com/watch?v=cRl7nk5efEQ,,1
2352,"행복여 | 우아한 가슴 레이스 플라워 뷔스티에 롱 원피스 | 15,600원 | 라이브방송 | 뷔스티에원피스코디 | 캐쥬얼코디",2022-02-14,https://www.youtube.com/shorts/uBvbhtuyQa0,,1
12700,노멀에디션_루나플리츠 밴딩 스커트 (6colors),2021-09-07,https://www.youtube.com/shorts/AKuMoIz5olg,,1
14975,탈탈털자~미니스커트 다리??,2022-04-23,https://www.youtube.com/shorts/6oUVxKuZxJs,,0
6974,[야용사TV] 올 가을 간지를 책임져줄!! 스켈리도 바람막이!!,2021-10-22,https://www.youtube.com/watch?v=fjDut6nlxxk,,1
9659,가격대별 ‘잘샀다’ 소리듣는 여자친구 선물추천 [1~5만원대],2021-12-21,https://www.youtube.com/watch?v=4VtQhiAEu1Y,#크리스마스 #크리스마스선물 #여자친구선물,0
8817,연말 연시 입기 좋은 남자겨울코디 (Feat.겨울남친룩),2021-12-26,https://www.youtube.com/watch?v=TNIb3NelA2A,,1
3482,옆집언니 옷장 무한코디 31_린넨 세미와이드 슬랙스 팬츠,2021-06-27,https://www.youtube.com/shorts/t13QvA1q2_0,#일상룩 #린넨코디 #린넨팬츠 #꾸안꾸 #평범녀 #데일리룩,1
522,"후드티 돌려입으신다 김건희 '재활용 코디' 찬양?  왠지 저 후드티, 신창원 티셔츠 완판때 느낌! 범죄자의 힙팝인건가?",2022-04-06,https://www.youtube.com/watch?v=eqKYopDPEKY,,1
11168,샤넬st 트위드 자켓 만들기,2021-12-24,https://www.youtube.com/watch?v=fDDzBg2G2s8,,1
7400,오버핏 레더 블루종 투웨이 집업 자켓 (4 color),2022-03-14,https://www.youtube.com/watch?v=LcvxiOQuSjs,,1
12646,역대급 언박싱 unboxing???? | 소비요정의 가을 쇼핑 하울 | 절대 클릭하지마 큰 돈나간다 | 패션하울 | 알렉산더왕 포니테일 아호르 골든구스 오어 클로그,2021-09-30,https://www.youtube.com/watch?v=bSA7w5gsMGU,#제품제공 #가을쇼핑 #언박싱,1
6439,"패션회사 겨울 출근룩 2탄 ??? 롱코트 코디부터 밀리터리 워크웨어, 힙스터룩까지! 질샌더 l 아크네스튜디오 l 아모멘토 l 셀린느 l 프라다 l 포터 l 자라 l 끌로에 ??",2021-12-27,https://www.youtube.com/watch?v=lrAy_N33XbY,#데일리룩 #겨울코디 #겨울출근룩 #코트추천 #패션회사 #출근룩 #워크웨어,1
16263,#모노데일리 #니트원피스 #데일리코디,2021-12-15,https://www.youtube.com/shorts/qDenAU6Rlzg,,1
10532,식센 공식 무인도 질문!! 18전 18패 미주가 드디어 그레이 PICK..?♡ #식스센스2 EP.11 | tvN 210903 방송,2021-09-06,https://www.youtube.com/watch?v=3o1ftqeLXXI,#식스센스 #식스센스 #티빙에서스트리밍,0
2512,"반팔티, 비싸다고 다 좋을까?- 다 한번 입어봤습니다",2022-05-16,https://www.youtube.com/watch?v=R5QGrcBu8tE,,1
14309,"이거 없다고?!?? 꼭 있어야 하는 기본템 블랙 터틀넥 코디, 쇼핑 추천까지??",2021-10-12,https://www.youtube.com/watch?v=aIH7Fd9zigE,#기본템 #터틀넥 #블랙터틀넥 #쇼핑추천 #터틀넥쇼핑 #터틀넥코디 #터틀넥스타일링 #패션 #패션스타일리스트 #패션디자이너 #패션유튜버,1
7627,40대여자여름자켓 린넨자켓코디,2022-05-07,https://www.youtube.com/shorts/aTqmexMlZLk,#여름자켓코디 #린넨자켓코디 #옷가게언니,1
16569,논슬립 고급 스텐 쇠 옷걸이 옷가게 티셔츠 욕실 원피스 후드티 여행용 매장 반팔 #shorts,2021-12-19,https://www.youtube.com/shorts/_kJbF1AvBwU,,1
9585,레비 린넨 블레이저 자켓 (5color) 5,2021-06-04,https://www.youtube.com/shorts/4D8BJ6FkbqQ,,1
5976,남자 피그먼트 메이드 오버핏 기모 후드티 #shorts,2022-01-01,https://www.youtube.com/shorts/ccJCBqqjM_g,,1
14279,#단발령 #장발단속 #미니스커트단속,2022-05-26,https://www.youtube.com/watch?v=JQ3h81h7S3Y,#스웨덴 #신의 #금강산으로 #을미개혁과 #신체발부수지부모와 #근대화 #유신독재와 #왜불러와 #긴머리단속 #짧은치마단속 #검열과 #창조의 #김구의,0
11594,모나미룩 탈출하는 봄 코디 컬러조합 4가지 #shorts,2022-04-19,https://www.youtube.com/shorts/5tJgd3BGlKU,#봄코디 #컬러코디,1
15074,미니스커트에 시스루 춤 #shorts,2022-03-17,https://www.youtube.com/shorts/_wzaa8dYlSU,#쇼츠 #짧은동영상 #틱톡,0
87,블프 세일은 못 참지~?? 내돈내산 도메스틱 겨울 아우터 3종! 【리뷰&하울】,2021-12-17,https://www.youtube.com/watch?v=gJLIpkIZ3lk,,1
14039,몽실 투피스 크롭 긴팔 티셔츠 H라인 스커트 3color,2021-08-09,https://www.youtube.com/shorts/_bQUyuirOgU,#여자옷 #여자쇼핑몰 #여자옷코디 #데일리글램,1
15944,"ENG) 용산 핫플 투어 꺼거, 효뜨??. 한남 베르그??. 오스테리아 오르조??. 성수 무브모브.",2021-11-16,https://www.youtube.com/watch?v=axc-R9-RSCs,#일상브이로그 #브이로그,0
511,DIY Recycling a Shirt|셔츠 리폼|블라우스|Blouse|남방|안입는 옷 리폼|Reform Old Your Clothes|옷수선|옷만들기|Refashion|リフォ?ム,2021-09-08,https://www.youtube.com/watch?v=wnFsOZD22Zw,#쉬운리폼 #핸드메이드 #쉽게만들기,1
12196,휴엘 기모 와이드 데님 팬츠,2021-12-20,https://www.youtube.com/shorts/7sRuGUhROM0,,1
2828,Q1041516 트레이닝바지 츄리닝팬츠 남아 캐주얼룩 긴바지 초등학생,2021-10-21,https://www.youtube.com/shorts/TJ8Y47DXgwc,,1
7603,데님 멜빵 원피스 앞포켓 H라인흑청 연청 Q2032901,2022-04-18,https://www.youtube.com/shorts/v7Fj3smgT00,,1
1070,[홈웨어 쇼핑몰 멧토끼하우스 ] 플리스 수면 잠옷 디테일뷰,2021-12-06,https://www.youtube.com/watch?v=4gZVJEM8HmU,,1
2781,15만원 국내패딩 vs 300만원 명품패딩 비교,2021-11-13,https://www.youtube.com/watch?v=KqyP1lI-nFg,#패딩 #몽클레어 #겨울아우터,1
